Ana_Deger_Kodu,Ana_Deger_Adi,Ana_Deger_Aciklamasi,Alt_Deger_Kodu,Alt_Deger_Adi,Davranis_Gostergesi_Kodu,Davranis_Gostergesi_Aciklamasi,Ogretim_Yontemleri
D4,DOSTLUK,"Sosyal ilişkilerde duyarlılık göstermeyi dayanışma içinde olmayı; etkili iletişimle sevgi, saygı ve güvene dayalı ilişkiler kurmayı; nitelikli vakit geçirmeyi ve evrensel bağ kurmayı kapsar.",D4.2,Arkadaşları ile etkili iletişim kurmak,D4.2.3,Arkadaşlarının duygu ve düşüncelerini anlamaya çalışır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D4,DOSTLUK,"Sosyal ilişkilerde duyarlılık göstermeyi dayanışma içinde olmayı; etkili iletişimle sevgi, saygı ve güvene dayalı ilişkiler kurmayı; nitelikli vakit geçirmeyi ve evrensel bağ kurmayı kapsar.",D4.2,Arkadaşları ile etkili iletişim kurmak,D4.2.4,Arkadaşlarına karşı nazik davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D4,DOSTLUK,"Sosyal ilişkilerde duyarlılık göstermeyi dayanışma içinde olmayı; etkili iletişimle sevgi, saygı ve güvene dayalı ilişkiler kurmayı; nitelikli vakit geçirmeyi ve evrensel bağ kurmayı kapsar.",D4.3,Güvene dayalı ilişkiler kurmak,D4.3.1,Arkadaşlarına verdiği sözleri yerine getirmeye çaba gösterir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D4,DOSTLUK,"Sosyal ilişkilerde duyarlılık göstermeyi dayanışma içinde olmayı; etkili iletişimle sevgi, saygı ve güvene dayalı ilişkiler kurmayı; nitelikli vakit geçirmeyi ve evrensel bağ kurmayı kapsar.",D4.3,Güvene dayalı ilişkiler kurmak,D4.3.2,Arkadaşının hakkını onun bulunmadığı ortamlarda da savunur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D4,DOSTLUK,"Sosyal ilişkilerde duyarlılık göstermeyi dayanışma içinde olmayı; etkili iletişimle sevgi, saygı ve güvene dayalı ilişkiler kurmayı; nitelikli vakit geçirmeyi ve evrensel bağ kurmayı kapsar.",D4.4,Arkadaşlarını ve onlarla vakit geçirmeyi önemsemek,D4.4.1,Arkadaşlarıyla vakit geçirmekten keyif alır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D4,DOSTLUK,"Sosyal ilişkilerde duyarlılık göstermeyi dayanışma içinde olmayı; etkili iletişimle sevgi, saygı ve güvene dayalı ilişkiler kurmayı; nitelikli vakit geçirmeyi ve evrensel bağ kurmayı kapsar.",D4.4,Arkadaşlarını ve onlarla vakit geçirmeyi önemsemek,D4.4.2,Arkadaşlarıyla oynamaya istekli olur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D4,DOSTLUK,"Sosyal ilişkilerde duyarlılık göstermeyi dayanışma içinde olmayı; etkili iletişimle sevgi, saygı ve güvene dayalı ilişkiler kurmayı; nitelikli vakit geçirmeyi ve evrensel bağ kurmayı kapsar.",D4.4,Arkadaşlarını ve onlarla vakit geçirmeyi önemsemek,D4.4.3,Arkadaşlarının kişisel alan ve sınırlarını korumaya özen gösterir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.1,İnsana ve topluma değer vermek,D5.1.1,İnsanlara nazik davranır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.1,İnsana ve topluma değer vermek,D5.1.2,Sosyal ilişkilerinde sabırlı ve anlayışlı olmaya gayret eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.1,İnsana ve topluma değer vermek,D5.1.3,Yaşlıların ve özel gereksinimli bireylerin toplumsal hayata etkin katılımını destekler.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.1,İnsana ve topluma değer vermek,D5.1.4,Şiddetin her türüne karşı çıkar.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.1,İnsana ve topluma değer vermek,D5.1.5,Kendisine yapılmasını istemediği davranışları başkalarına yapmaz.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.2,Çevreye ve canlılara değer vermek,D5.2.1,Çevre sorunlarına yol açabilecek davranışlardan kaçınır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.2,Çevreye ve canlılara değer vermek,D5.2.2,Temiz enerji kaynaklarının önemini fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.2,Çevreye ve canlılara değer vermek,D5.2.3,Çevresel sürdürülebilirliğin sağlanabilmesi için atık yönetimini önemser.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.2,Çevreye ve canlılara değer vermek,D5.2.4,Tüketim tercihlerinin sürdürülebilirliğe katkıda bulunduğunu bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.2,Çevreye ve canlılara değer vermek,D5.2.5,Tüm canlıların haklarını korur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.2,Çevreye ve canlılara değer vermek,D5.2.6,Çevresinde yaşayan canlı türlerini tanımaya istekli olur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.2,Çevreye ve canlılara değer vermek,D5.2.7,Çevresini korumak ve güzelleştirmek için girişimlerde bulunur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.3,Afet bilincine sahip olmak,D5.3.1,Afet ve acil durumların her an her yerde gerçekleşebileceğini bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.3,Afet bilincine sahip olmak,D5.3.2,Afet ve acil durumların neden olduğu riskleri ve bu riskleri azaltmak için alınabilecek önlemleri bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.3,Afet bilincine sahip olmak,D5.3.3,Afet öncesinde afet sırasında ve sonrasında yapılması gerekenlerin farkında olur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.3,Afet bilincine sahip olmak,D5.3.4,Afet durumlarında ulaşabildiği insanlara ve diğer canlılara yardımcı olur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D5,DUYARLILIK,"Kendisine, içinde yaşadığı topluma, kültürel zenginliklere, tüm varlıklara değer vermeyi; sürdürülebilirliği önemsemeyi ve afetlere karşı hazırlıklı olmayı kapsar.",D5.3,Afet bilincine sahip olmak,D5.3.5,Afet sonrası toplumsal dayanışmaya katkıda bulunur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D6,DÜRÜSTLÜK,"Söz ve davranışlarında tutarlı, doğru ve güvenilir olmayı kapsar.",D6.1,Samimi olmak,D6.1.1,Üzerine düşen görevleri yerine getirir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D6,DÜRÜSTLÜK,"Söz ve davranışlarında tutarlı, doğru ve güvenilir olmayı kapsar.",D6.1,Samimi olmak,D6.1.2,Karşılaştığı ikilem durumlarında iyi niyetli ve doğru sözlü davranması gerektiğini bilir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D6,DÜRÜSTLÜK,"Söz ve davranışlarında tutarlı, doğru ve güvenilir olmayı kapsar.",D6.2,Doğru ve güvenilir olmak,D6.2.1,Duygu ve düşüncelerini açıkça ifade eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D6,DÜRÜSTLÜK,"Söz ve davranışlarında tutarlı, doğru ve güvenilir olmayı kapsar.",D6.2,Doğru ve güvenilir olmak,D6.2.2,Kendisine emanet edilenlere sahip çıkmaya gayret gösterir.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D6,DÜRÜSTLÜK,"Söz ve davranışlarında tutarlı, doğru ve güvenilir olmayı kapsar.",D6.2,Doğru ve güvenilir olmak,D6.2.3,Söz verdiği işleri zamanında ve eksiksiz yapmaya gayret eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D6,DÜRÜSTLÜK,"Söz ve davranışlarında tutarlı, doğru ve güvenilir olmayı kapsar.",D6.2,Doğru ve güvenilir olmak,D6.2.4,Yanıltma amaçlı söz ve davranışların zararlarını fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D7,ESTETİK,"Sanatsal bakış açısı kazanmayı, sanatsal ve kültürel varlığı koruyup zenginleştirmeyi, doğal güzelliklerin ve çevrenin korunması ile ilgili duyarlı olmayı ve sorumluluk üstlenmeyi, estetik aracılığıyla özgün üretkenliği ve ruhsal gelişimi desteklemeyi, sanatı hayatın bir parçası hâline getirmeyi kapsar.",D7.1,Duyusal derinliği anlamak,D7.1.1,Estetiğin sanat ve doğada önemli bir yere sahip olduğunu fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D7,ESTETİK,"Sanatsal bakış açısı kazanmayı, sanatsal ve kültürel varlığı koruyup zenginleştirmeyi, doğal güzelliklerin ve çevrenin korunması ile ilgili duyarlı olmayı ve sorumluluk üstlenmeyi, estetik aracılığıyla özgün üretkenliği ve ruhsal gelişimi desteklemeyi, sanatı hayatın bir parçası hâline getirmeyi kapsar.",D7.1,Duyusal derinliği anlamak,D7.1.2,Güzelliğin göreceli olduğunu fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D7,ESTETİK,"Sanatsal bakış açısı kazanmayı, sanatsal ve kültürel varlığı koruyup zenginleştirmeyi, doğal güzelliklerin ve çevrenin korunması ile ilgili duyarlı olmayı ve sorumluluk üstlenmeyi, estetik aracılığıyla özgün üretkenliği ve ruhsal gelişimi desteklemeyi, sanatı hayatın bir parçası hâline getirmeyi kapsar.",D7.1,Duyusal derinliği anlamak,D7.1.3,Estetik açıdan nitelikli tasarımları ve çevresel güzellikleri takdir eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D7,ESTETİK,"Sanatsal bakış açısı kazanmayı, sanatsal ve kültürel varlığı koruyup zenginleştirmeyi, doğal güzelliklerin ve çevrenin korunması ile ilgili duyarlı olmayı ve sorumluluk üstlenmeyi, estetik aracılığıyla özgün üretkenliği ve ruhsal gelişimi desteklemeyi, sanatı hayatın bir parçası hâline getirmeyi kapsar.",D7.2,Sanatsal ve görsel zevkleri hayatın bir parçası hâline getirmek,D7.2.1,Geleneksel sanatlara ve yerel kültüre yönelik etkinliklere katılır.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D7,ESTETİK,"Sanatsal bakış açısı kazanmayı, sanatsal ve kültürel varlığı koruyup zenginleştirmeyi, doğal güzelliklerin ve çevrenin korunması ile ilgili duyarlı olmayı ve sorumluluk üstlenmeyi, estetik aracılığıyla özgün üretkenliği ve ruhsal gelişimi desteklemeyi, sanatı hayatın bir parçası hâline getirmeyi kapsar.",D7.2,Sanatsal ve görsel zevkleri hayatın bir parçası hâline getirmek,D7.2.2,Estetik unsurların korunmasının önemini fark eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D8,MAHREMİYET,"Kendisinin, ailesinin ve başkalarının kişisel alanını ve bilgilerini korumayı; başkalarının özgürlüklerini ihlal etmemeyi, kişisel sınırlarına saygı duymayı ve millî ve manevi değerlerde mahremiyetin sınırlarını kapsar.",D8.1,Kişisel özgürlük alanını korumak,D8.1.1,Her ferdin karar alma ve fikir belirtme hakkının olduğunu savunur.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D8,MAHREMİYET,"Kendisinin, ailesinin ve başkalarının kişisel alanını ve bilgilerini korumayı; başkalarının özgürlüklerini ihlal etmemeyi, kişisel sınırlarına saygı duymayı ve millî ve manevi değerlerde mahremiyetin sınırlarını kapsar.",D8.1,Kişisel özgürlük alanını korumak,D8.1.2,Özel alanını ihlal edebilecek fiziksel temasları ayırt eder.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
D8,MAHREMİYET,"Kendisinin, ailesinin ve başkalarının kişisel alanını ve bilgilerini korumayı; başkalarının özgürlüklerini ihlal etmemeyi, kişisel sınırlarına saygı duymayı ve millî ve manevi değerlerde mahremiyetin sınırlarını kapsar.",D8.1,Kişisel özgürlük alanını korumak,D8.1.3,Sosyal ilişkilerinde kişisel sınırlarını belirler.,"Davranış değiştirme, Gözlem yoluyla öğrenme, Değer belirginleştirme, Değer analizi yaklaşımı, Ahlaki muhakeme/ikilem, Eylem öğrenme, Karakter eğitimi, Tartışma, Soru cevap, Rol oynama, Drama, Örnek olay, Gezi gözlem, İş birlikli öğrenme, Yaparak yaşayarak öğrenme, Eğitsel oyun, Görsel film yorumlama, Proje tabanlı öğrenme"
